MacroPlot Name,Date,Index,Transect,SampLoc,OffSet,LittDep,LiveMoss,DeadMoss,UppDuffDep,LowDuffDep,LichDep,FuelbedDep,ExpDLFuConSt,Comment,UV1,UV2,UV3,NumTran,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
DENA-HZF-Z2-04RL,8/12/2021 7:31:34 PM,-2147483648,1,1,False,0,1,0.5,7,20,0,28.5,Default,,,PLSC,,,,,,,,,,
DENA-HZF-Z2-04RL,8/12/2021 7:31:34 PM,-2147483647,1,2,False,0,1.5,4,11,14,0,30.5,Default,,,PLSC,,,,,,,,,,
A185-86-116,7/13/2005 11:43:39 AM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A185-86-116,7/13/2005 11:43:39 AM,-2147483648,1,1,False,1,0,4,8,4,0,17,Default,,,,0m,,,,,,,,,
A185-86-116,7/13/2005 11:43:39 AM,-2147483647,1,2,False,2,1,2,14,4,1,24,Default,,,,30m,,,,,,,,,
A185-86-116,7/26/2011 8:20:59 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A185-86-116,7/26/2011 8:20:59 AM,-2147483648,1,30,True,0,1,9.5,11,13.5,0,35,Default,duff plugs taken from within 2 m of ends of 30m trans,,,,,,,,,,,,
A185-86-116,7/26/2011 8:20:59 AM,-2147483647,1,0,True,0,1.5,9,14,19.5,0,44,Default,duff plugs taken from within 2 m of ends of 30m trans,,,,,,,,,,,,
NOAT-Racine-NOAT2,7/27/2017 3:34:30 PM,,,,,,,,,,,,,,,,,1,J. Barnes; J. Hrobak; D. Swanson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
NOAT-Racine-NOAT2,7/27/2017 3:34:30 PM,-2147483648,1,1,False,0,2,3.5,3,4.5,0,,Default,Charcoal/burned plants below UD and below 4.5 cm of LD. Did NOT sample to soil. LD layer is 4.5+.,ANE Corner,HYSP,,,,,,,,,,
NOAT-Racine-NOAT2,7/27/2017 3:34:30 PM,-2147483647,1,2,False,0,2,1.5,3,7,0,,Default,Charcoal/burned plants below DM and below 7cm of LD. Did NOT sample to soil. LD layer is 7.0 +.,ANW Corner,AULA,,,,,,,,,,
NOAT-Racine-NOAT2,7/27/2017 3:34:30 PM,-2147483646,1,3,False,0,2,2,3.5,6,0,,Default,Charcoal/burned plants below 6cm of LD. Did NOT sample to soil. LD layer is 6.0 +.,BSW Corner,HYSP,,,,,,,,,,
NOAT-Racine-NOAT2,7/27/2017 3:34:30 PM,-2147483645,1,4,False,0,1.5,2,3,4,0,,Default,Charcoal/burned plants below 4 cm of LD. Did NOT sample to soil. LD layer is 4.0 +.,,HYSP/DREP,,,,,,,,,,
NOAT-NAN-F05,6/23/2011 7:17:12 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAN-F05,6/23/2011 7:17:12 AM,-2147483648,1,1,False,0,0,1,12,3,,16,Default,frozen below lower duff layer; live moss and most of dead moss burned off,burned- moderate,DM,,,,,,,,,,
NOAT-TUT-C07,6/25/2011 8:40:54 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-C07,6/25/2011 8:40:54 AM,-2147483648,1,1,False,0,2,2,11,0,0,15,Default,unburned sphagnum at surface; sphagnum duff; frozen below,unburned,SM,,,,,,,,,,
DENA-HZF-Z3-10RL,8/17/2003 5:36:51 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-10RL,8/17/2003 5:36:51 PM,-2147483648,1,0,False,1,7,4,2,3,,17,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-10RL,8/17/2003 5:36:51 PM,-2147483647,1,16,False,1,3,2,2,1,,9,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-10RL,6/16/2005 2:57:03 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-10RL,6/16/2005 2:57:03 PM,-2147483648,1,0,False,0,4,12,6,1,,23,Default,to mineral soil,,,,,,,,,,,,
DENA-HZF-Z3-10RL,6/16/2005 2:57:03 PM,-2147483647,1,16,False,0.5,1,2,6,0,,9.5,Default,,,,,,,,,,,,,
DENA-HZF-Z3-10RL,7/25/2009 4:10:29 PM,,,,,,,,,,,,,,,,,1,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-10RL,7/25/2009 4:10:29 PM,-2147483648,1,1,False,,,,,18,,18,Default,to mineral,,,0m,,,,,,,,,
DENA-HZF-Z3-10RL,7/25/2009 4:10:29 PM,-2147483647,1,2,False,,,,,8,,8,Default,to rock,,,16m,,,,,,,,,
DENA-HZF-Z3-10RL,8/11/2021 7:22:39 PM,,,,,,,,,,,,,,,,,1,J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-10RL,8/11/2021 7:22:39 PM,-2147483648,1,1,False,,4.5,2,8,4,,18.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z3-10RL,8/11/2021 7:22:39 PM,-2147483647,1,2,False,,,,3,6.5,3,12.5,Default,,,PEAP60,16m,,,,,,,,,
A391-90-59,7/6/2005 10:46:13 AM,,,,,,,,,,,,,,,,,1,Reynar; Ostmann; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A391-90-59,7/6/2005 10:46:13 AM,-2147483648,1,1,False,1,0.3,7,6,6,0,20.3,Default,,,,0m,,,,,,,,,
A391-90-59,7/6/2005 10:46:13 AM,-2147483647,1,2,False,0,5,7,8,8,0.1,28.1,Default,,,,30m,,,,,,,,,
A391-90-59,7/27/2011 4:39:20 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A391-90-59,7/27/2011 4:39:20 PM,-2147483648,1,6,True,0,1,3,9,20,0,33,Default,,,,,,,,,,,,,
A391-90-59,7/27/2011 4:39:20 PM,-2147483647,1,18,True,0,0.5,1,7,13,0,21.5,Default,,,,,,,,,,,,,
DENA-HZF-Z2-16,6/11/2003 9:33:27 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-16,6/11/2003 9:33:27 AM,-2147483648,1,0,False,0,2,4,7,7,,20,Default,,,,,,,,,,,,,
DENA-HZF-Z2-16,6/11/2003 9:33:27 AM,-2147483647,1,16,False,0,0,0,0,0,,0,Default,gravel surface,,,,,,,,,,,,
DENA-HZF-Z2-16,6/13/2005 11:27:01 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-16,6/13/2005 11:27:01 AM,-2147483648,1,0,False,0,2,3,14,,,19,Default,mineral under upper duff,,,,,,,,,,,,
DENA-HZF-Z2-16,6/13/2005 11:27:01 AM,-2147483647,1,16,False,,1.5,,,5,,6.5,Default,,,,,,,,,,,,,
DENA-HZF-Z2-16,7/22/2009 3:38:14 PM,,,,,,,,,,,,,,,,,1,J Mitchell; R Wilson; M Llanes; C Campanelli,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z2-16,7/22/2009 3:38:14 PM,-2147483648,1,1,False,,,,12,,,12,Default,to large rocks,,,0m,,,,,,,,,
DENA-HZF-Z2-16,8/13/2021 4:40:20 PM,,,,,,,,,,,,,,,,,1,M Neuser; R Nessle; W Guatsch,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z2-16,8/13/2021 4:40:20 PM,-2147483648,1,1,False,,3,2,2,8,,15,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z2-16,8/13/2021 4:40:20 PM,-2147483647,1,2,False,,0.5,2.5,11,20,,34,Default,,,HYSP,16m,,,,,,,,,
127-A002,6/15/2005 10:45:24 AM,,,,,,,,,,,,,,,,,1,D. Ostmann & C. Reynar,J. Northway,Surface layer burn severity,Surface layer code at point where duff plug was taken,,,True,
127-A002,6/15/2005 10:45:24 AM,-2147483648,1,1,False,0,5,4,5,3,0,,Default,,,,,,,,,,,,,
127-A002,6/15/2005 10:45:24 AM,-2147483647,1,2,False,0,3,3.5,8,14,0,,Default,,,,,,,,,,,,,
NOAT-NAV-H05,6/22/2011 1:02:39 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAV-H05,6/22/2011 1:02:39 PM,-2147483648,1,1,False,0,0,7,8,8,,23,Default,upper layer of moss (0-2 cm) was scorched HYSP; lower duff dark colored,burned- light scorch,DM,,,,,,,,,,
B288-01-1092,7/7/2005 9:56:33 AM,,,,,,,,,,,,,,,,,1,,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B288-01-1092,7/7/2005 9:56:33 AM,-2147483648,1,1,False,1,0,6,8,11,0,26,Default,,,,0m,,,,,,,,,
B288-01-1092,7/7/2005 9:56:33 AM,-2147483647,1,2,False,1,0,2,5,6,0,14,Default,,,,30m,,,,,,,,,
DENA-HZF-C-14,7/23/2009 3:32:20 PM,,,,,,,,,,,,,,,,,1,J. Mitchell; C. Castenelli; M. Llanes; R. Wilson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-HZF-C-14,7/23/2009 3:32:20 PM,-2147483648,1,1,False,,,,,,,37,Default,To Ice,,,0m,,,,,,,,,
DENA-HZF-C-14,7/23/2009 3:32:20 PM,-2147483647,1,2,False,,,,,,,32,Default,To Ice,,,,,,,,,,,,
127-A003,6/15/2005 5:15:15 PM,,,,,,,,,,,,,,,,,1,C. Reynar and D. Ostmann,J. Northway,Surface layer burn severity,Surface layer code at point where duff plug was taken,,,True,
127-A003,6/15/2005 5:15:15 PM,-2147483648,1,1,False,4.5,0,0,9.5,12.5,0,,Default,,,,,,,,,,,,,
127-A003,6/15/2005 5:15:15 PM,-2147483647,1,2,False,4,3,4,2,4,0,,Default,,,,,,,,,,,,,
NOAT-NAV-H09,6/22/2011 10:32:49 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAV-H09,6/22/2011 10:32:49 AM,-2147483648,1,1,False,,2,5,4,6,,17,Default,FM; AULAC,unburned,FM,,,,,,,,,,
DENA-HZF-Z3-13,6/10/2003 5:42:15 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-13,6/10/2003 5:42:15 PM,-2147483648,1,0,False,,3.5,5,10,7,,25.5,Default,,,,,,,,,,,,,
DENA-HZF-Z3-13,6/10/2003 5:42:15 PM,-2147483647,1,16,False,1,3,,5,,,9,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-13,6/14/2005 3:10:04 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-13,6/14/2005 3:10:04 PM,-2147483648,1,0,False,0,5,3.5,11,6,,25.5,Default,,,,,,,,,,,,,
DENA-HZF-Z3-13,6/14/2005 3:10:04 PM,-2147483647,1,16,False,0,2,2,2.5,3,,9.5,Default,,,,,,,,,,,,,
DENA-HZF-Z3-13,7/22/2009 4:16:02 PM,,,,,,,,,,,,,,,,,1,R Wilson; M Llanes,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-13,7/22/2009 4:16:02 PM,-2147483648,1,1,False,,,,,30,,30,Default,,,,0m,,,,,,,,,
DENA-HZF-Z3-13,7/22/2009 4:16:02 PM,-2147483647,1,2,False,,,,,30,,30,Default,,,,16m,,,,,,,,,
DENA-HZF-Z3-13,8/12/2021 7:22:31 PM,,,,,,,,,,,,,,,,,1,M Neuser; W Gautsch,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-13,8/12/2021 7:22:31 PM,-2147483648,1,1,False,,2.5,2,5.5,14,,24,Default,,,PLSC,0m,,,,,,,,,
DENA-HZF-Z3-13,8/12/2021 7:22:31 PM,-2147483647,1,2,False,,3,6,7,20,,36,Default,,,HYSP,16m,,,,,,,,,
NOAT-TUT-C05,6/25/2011 5:43:11 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-C05,6/25/2011 5:43:11 PM,-2147483648,1,1,False,0,0,0,7,5,,12,Default,likely had feathermoss above upper duff; burned to upper duff,burned- mod/high severity  ,DM,,,,,,,,,,
NOAT-ROK-B03,6/24/2011 5:08:25 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-ROK-B03,6/24/2011 5:08:25 PM,-2147483648,1,1,False,,1,2,10,,,13,Default,burned/charred AULAC,burned- charred,DM,,,,,,,,,,
DENA-TLS-34,8/2/2022 6:29:45 PM,,,,,,,,,,,,,,,,,1,M behrens T schaub N tilges R brand,M Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-34,8/2/2022 6:29:45 PM,-2147483648,1,1,False,0,14,8,15,9,0,46,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-34,8/2/2022 6:29:45 PM,-2147483647,1,2,False,0,6,5,15,3,0,29,Default,,,DUFF,16M,,,,,,,,,
DENA-TLS-29,7/7/2022 7:39:44 PM,,,,,,,,,,,,,,,,,1,M. Behrens; T. Schaub; N. Tilges,M. Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-29,7/7/2022 7:39:44 PM,-2147483648,1,1,False,1,4,17,10,8,0,40,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-29,7/7/2022 7:39:44 PM,-2147483647,1,2,False,0,3,8,11,9,0,31,Default,,,DUFF,16M,,,,,,,,,
A303-00-1368,7/19/2005 1:32:36 PM,,,,,,,,,,,,,,,,,1,Stinchfield; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A303-00-1368,7/19/2005 1:32:36 PM,-2147483648,1,1,False,0,0.5,0,0,0,0,0.5,Default,,,,0m,,,,,,,,,
A303-00-1368,7/19/2005 1:32:36 PM,-2147483647,1,2,False,0.5,0.5,0,0,12,0,13,Default,,,,30m,,,,,,,,,
NOAT-NAN-F02,6/23/2011 3:06:48 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAN-F02,6/23/2011 3:06:48 PM,-2147483648,1,1,False,0,0,2,10,0,,12,Default,lower duff to frozen; clear water; burn severity @ duff site scorched,scorched,DM,,,,,,,,,,
NOAT-Racine-NOAT1,7/26/2017 1:01:31 PM,,,,,,,,,,,,,,,,,1,J. Barnes; J. Hrobak; D. Swanson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
NOAT-Racine-NOAT1,7/26/2017 1:01:31 PM,-2147483648,1,1,False,0,2.5,2,1.5,5,0,12,Default,1 cm of Charcoal below UD. Sampled to sandy soil.,,AULA/POJU,ANE Corner,,,,,,,,,
NOAT-Racine-NOAT1,7/26/2017 1:01:31 PM,-2147483647,1,2,False,0,1,1.5,0,4.5,0,7,Default,Sampled to sandy soil,,AULA,BSE Corner,,,,,,,,,
NOAT-Racine-NOAT1,7/26/2017 1:01:31 PM,-2147483646,1,3,False,0,3,0,1,6.5,0,10.5,Default,Sampled to sandy soil,,AULA,BSW Corner,,,,,,,,,
NOAT-Racine-NOAT1,7/26/2017 1:01:31 PM,-2147483645,1,4,False,0,2,3,2,3.5,0,11,Default,0.5 cm of Charcoal below UD. Sampled to sandy soil,,AULA/POJU,ANW Corner,,,,,,,,,
A417-02-660,7/6/2005 10:38:47 AM,,,,,,,,,,,,,,,,,1,DO; CR; EO,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
A417-02-660,7/6/2005 10:38:47 AM,-2147483648,1,1,False,0,0,0,3,2,0,5,Default,,,,0m,,,,,,,,,
A417-02-660,7/6/2005 10:38:47 AM,-2147483647,1,2,False,0,0,2,2,2,0,6,Default,,,,30m,,,,,,,,,
NOAT-NAV-H10,6/22/2011 12:09:03 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAV-H10,6/22/2011 12:09:03 PM,-2147483648,1,1,False,,2,3,3,,,8,Default,AULAC,unburned,FM,,,,,,,,,,
DENA-HZF-Z3-15,6/13/2003 5:45:42 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-15,6/13/2003 5:45:42 PM,-2147483648,1,0,False,,6,3,6,,,15,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-15,6/13/2003 5:45:42 PM,-2147483647,1,16,False,2,3,0.5,3,,1,9.5,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-15,6/14/2005 3:18:46 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-15,6/14/2005 3:18:46 PM,-2147483648,1,0,False,,1,1,6.5,,,8.5,Default,to mineral soil,,,,,,,,,,,,
DENA-HZF-Z3-15,6/14/2005 3:18:46 PM,-2147483647,1,16,False,2,1,0.5,3,,,4.5,Default,to mineral soil,,,,,,,,,,,,
DENA-HZF-Z3-15,7/23/2009 4:21:52 PM,,,,,,,,,,,,,,,,,1,R Wilson; M Llanes; C Campanell,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-15,7/23/2009 4:21:52 PM,-2147483648,1,1,False,,,,,13,,13,Default,to mineral,,,0m,,,,,,,,,
DENA-HZF-Z3-15,7/23/2009 4:21:52 PM,-2147483647,1,2,False,,,,,19,,19,Default,to rock,,,16m,,,,,,,,,
DENA-HZF-Z3-15,8/12/2021 7:49:56 PM,,,,,,,,,,,,,,,,,1,M Neuser; W Gautsch,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-15,8/12/2021 7:49:56 PM,-2147483648,1,1,False,2.5,,,2,,,4.5,Default,,,LTRH,0m,,,,,,,,,
DENA-HZF-Z3-15,8/12/2021 7:49:56 PM,-2147483647,1,2,False,,3.5,2,4,6,,15.5,Default,,,HYSP,16m,,,,,,,,,
A255-90-305,7/14/2005 8:25:44 AM,,,,,,,,,,,,,,,,,1,Parker; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A255-90-305,7/14/2005 8:25:44 AM,-2147483648,1,1,False,2,0,2,0,,0,,Default,LD is very deep and was not measured.,,,0m,,,,,,,,,
A255-90-305,7/14/2005 8:25:44 AM,-2147483647,1,2,False,1,0,0,0,0,0,1,Default,Measured to MIN,,,30m,,,,,,,,,
NOAT-ROK-B01,6/24/2011 1:21:49 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-ROK-B01,6/24/2011 1:21:49 PM,-2147483648,1,1,False,,5,5,8,,,18,Default,unburned sphagnum at surface; lots of old tussock basal in the material,unburned,SPHAG,,,,,,,,,,
DENA-HQ-TX-04,6/23/2021 2:33:37 PM,,,,,,,,,,,,,,,,,1,J Hrobak; M Neuser; K Cowan,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-04,6/23/2021 2:33:37 PM,-2147483648,1,1,False,,3.5,5.5,9,10,,28,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-04,6/23/2021 2:33:37 PM,-2147483647,1,2,False,,0.5,1,3,4,,8.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-04,6/23/2023 11:37:53 AM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-04,6/23/2023 11:37:53 AM,1,1,1,False,2.5,7,4,7,4.5,0,25,Default,,,HYLSPL,0m,,,,,,,,,
DENA-HQ-TX-04,6/23/2023 11:37:53 AM,2,1,2,False,2,3,2,4,2,0,13,Default,,,HYLSPL,16m,,,,,,,,,
NOAT-NAN-F06,6/23/2011 9:21:57 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAN-F06,6/23/2011 9:21:57 AM,-2147483648,1,1,False,0,2,2,10,0,,14,Default,,burned- low; scorched severity,FM,,,,,,,,,,
DENA-TLS-30,6/25/2022 6:17:20 PM,,,,,,,,,,,,,,,,,1,M. Behrens; T. Schaub,M. Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-30,6/25/2022 6:17:20 PM,-2147483648,1,1,False,0,8,5,13,7,0,33,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-30,6/25/2022 6:17:20 PM,-2147483647,1,2,False,1,5,4,3,4,0,17,Default,,,DUFF,16M,,,,,,,,,
NOAT-Racine-KNG-U,7/29/2017 4:46:50 PM,,,,,,,,,,,,,,,,,1,J. Hrobak,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
NOAT-Racine-KNG-U,7/29/2017 4:46:50 PM,-2147483648,1,1,False,0,2,0,3,10,0,15,Default,Charcoal @ 2 cm depth. Min soil is silt loam.,,MAPO,,,,,,,,,,
NOAT-Racine-KNG-U,7/29/2017 4:46:50 PM,-2147483647,1,2,False,0,1,0,10,4,0,15,Default,Charcoal @ 1 cm depth & 11 cm depth. Min soil is silt loam.,,CEPU,,,,,,,,,,
DENA-HQ-TX-18,6/22/2021 5:31:28 PM,,,,,,,,,,,,,,,,,1,J Barnes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-18,6/22/2021 5:31:28 PM,-2147483648,1,1,False,,3,3,6,10,,22,Default,,,unknown,0m,,,,,,,,,
DENA-HQ-TX-18,6/22/2021 5:31:28 PM,-2147483647,1,2,False,,4,2,10,5,,21,Default,,,unknown,16m,,,,,,,,,
DENA-HZF-Z2-15RL,8/12/2003 9:28:55 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-15RL,8/12/2003 9:28:55 AM,-2147483648,1,0,False,1,1,2.5,1,1,,6.5,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z2-15RL,8/12/2003 9:28:55 AM,-2147483647,1,16,False,0,2,3,5,2,,12,Default,,,,,,,,,,,,,
DENA-HZF-Z2-15RL,6/16/2005 4:47:45 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-15RL,6/16/2005 4:47:45 PM,-2147483648,1,0,False,0,1.5,3,7,1,0.5,13,Default,,,,,,,,,,,,,
DENA-HZF-Z2-15RL,6/16/2005 4:47:45 PM,-2147483647,1,16,False,0,0,0,0,0,0,0,Default,to gravel,,,,,,,,,,,,
DENA-HZF-Z2-15RL,7/25/2009 9:39:23 AM,,,,,,,,,,,,,,,,,1,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z2-15RL,7/25/2009 9:39:23 AM,-2147483648,1,1,False,,,,,16,,16,Default,,,,0m,,,,,,,,,
DENA-HZF-Z2-15RL,7/25/2009 9:39:23 AM,-2147483647,1,2,False,,,,,,,0,Default,in rocks and gravel,,,16m,,,,,,,,,
DENA-HZF-Z2-15RL,9/1/2021 7:23:10 PM,,,,,,,,,,,,,,,,,1,J Barnes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z2-15RL,9/1/2021 7:23:10 PM,-2147483648,1,1,False,1,2,3,4,6,,16,Default,Only one sample taken,,HYSP,0m,,,,,,,,,
A288-00-1344,7/18/2005 11:20:18 AM,,,,,,,,,,,,,,,,,1,Olson; Stinchfield,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A288-00-1344,7/18/2005 11:20:18 AM,-2147483648,1,1,False,0,2,8,13,,0,,Default,LD very deep; not measured,,,0m,,,,,,,,,
A288-00-1344,7/18/2005 11:20:18 AM,-2147483647,1,2,False,0,0,2,9,7,0,18,Default,,,,30m,,,,,,,,,
DENA-TLS-23,6/24/2022 4:45:20 PM,,,,,,,,,,,,,,,,,1,J. Barnes; T. Schaub; M. Behrens,,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-23,6/24/2022 4:45:20 PM,-2147483648,1,1,False,0,4,3,6,8,0.5,21.5,Default,,,DUFF,,,,,,,,,,
DENA-TLS-23,6/24/2022 4:45:20 PM,-2147483647,1,2,False,0,3,4,4,6,0.5,17.5,Default,,,DUFF,,,,,,,,,,
A148-90-289,7/14/2005 12:20:03 PM,,,,,,,,,,,,,,,,,1,Crew,,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A148-90-289,7/14/2005 12:20:03 PM,-2147483648,1,1,False,2,1,1,2,2,1,9,Default,Measured at 0 m end of transect,,,0m,,,,,,,,,
A148-90-289,7/14/2005 12:20:03 PM,-2147483647,1,2,False,0,3,1,2,3,1,10,Default,Measured at 30m end of transect,,,30m,,,,,,,,,
NOAT-NAN-F04,6/23/2011 10:19:19 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAN-F04,6/23/2011 10:19:19 AM,-2147483648,1,1,False,0,0,8,6,6,,20,Default,,burned- low; moderate,DM,,,,,,,,,,
DENA-HQ-TX-01,6/23/2021 2:34:00 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; J OConnor,M Neuser,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-HQ-TX-01,6/23/2021 2:34:00 PM,-2147483648,1,1,False,2.5,,,3,5.5,,11,Default,Collected inside plot because of revegitation project directly outside of plot.,,LTRH,0m,,,,,,,,,
DENA-HQ-TX-01,6/23/2021 2:34:00 PM,-2147483647,1,2,False,2.5,,,4,3.5,,10,Default,Collected inside plot because of revegitation project directly outside of plot,,LTRH,16m,,,,,,,,,
DENA-HQ-TX-01,6/28/2023 4:23:22 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-HQ-TX-01,6/28/2023 4:23:22 PM,1,1,1,False,0.2,1.5,0.2,0,0,0,1.9,Default,highly disturbed area,,HYLSPL,0m,,,,,,,,,
DENA-HQ-TX-01,6/28/2023 4:23:22 PM,2,1,2,False,0,3.7,0.5,0,0,0,4.2,Default,,,HYLSPL,16m,,,,,,,,,
DENA-HQ-TX-26,6/22/2021 5:44:26 PM,,,,,,,,,,,,,,,,,1,J Hrobak; M Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-26,6/22/2021 5:44:26 PM,-2147483648,1,1,False,,3,2,5,6,,16,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-26,6/22/2021 5:44:26 PM,-2147483647,1,2,False,,4,3,5,8,,20,Default,,,HYSP,16m,,,,,,,,,
NOAT-NAV-H04,6/22/2011 9:40:51 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAV-H04,6/22/2011 9:40:51 AM,-2147483648,1,1,False,0,0,5,10,5,,20,Default,scorched HYSP and AULAC,burned- scorched,DM,,,,,,,,,,
NOAT-TUT-D01,6/25/2011 9:34:58 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-D01,6/25/2011 9:34:58 AM,-2147483648,1,1,False,,,,,,,,Default,no duff plug collected,,,,,,,,,,,,
NOAT-TUT-D03,6/25/2011 7:29:29 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
